brand_name_fixed,car_name_fixed,Tier,city,showroom_name,manufacturing_year,trim,body_type,color,product,invygo_baseprice,starter_fee,sto_contract_length,car_condition,Make Model
Honda,City,Entry level Sedan,Riyadh,Riyadh - Al Yarmuk,"2,024",STD,Sedan,White,STS,750,,,NEW,Honda City
Honda,City,Entry level Sedan,Riyadh,Riyadh - Al Falah,"2,024",STD,Sedan,White,STS,750,,,NEW,Honda City
MG,GT,Entry level Sedan,Riyadh,Riyadh - An Nahdah,"2,024",STD,Sedan,Grey,MONTHLY,"3,079",,,NEW,MG GT
Mercedes,S450,Luxury Sedan,Riyadh,Riyadh - Qurtubah,"2,025",STD,Sedan,Black,STS,"12,930",,,NEW,Mercedes S450
Toyota,Yaris,Entry level Sedan,Riyadh,Riyadh - Al Khaleej,"2,024",Y,Sedan,Black,STS,"1,071",,,NEW,Toyota Yaris
Hyundai,Accent,Entry level Sedan,Jeddah,Jeddah - Al Fayhaa,"2,026",Fleet,Sedan,White,MONTHLY,"3,179",,,NEW,Hyundai Accent
MG,5,Entry level Sedan,Riyadh,Riyadh - An Nasim Al Gharbi - Pickup,"2,025",STD,Sedan,White,STO,"1,975","2,300",36,NEW,MG 5
MG,5,Entry level Sedan,Riyadh,Riyadh - An Nasim Al Gharbi - Pickup,"2,025",STD,Sedan,White,STO,"1,975","2,300",36,NEW,MG 5
Geely,Coolray,Entry level SUV,Riyadh,Riyadh - Al Aqiq,"2,026",GS,Crossover,Grey,MONTHLY,"3,029",,,NEW,Geely Coolray
Toyota,Hilux,Pickup Truck,Riyadh,Riyadh - As Sahabah,"2,026",GL2,Pickup,White,STS,"2,250",,,NEW,Toyota Hilux
Hyundai,Grand i10,Entry level Sedan,Riyadh,Riyadh - Al Wadi,"2,025",GLS,Sedan,Silver,STS,640,,,NEW,Hyundai Grand i10
Hyundai,Accent,Entry level Sedan,Riyadh,Riyadh - Al Quds - Pickup,"2,026",Fleet,Sedan,Gray,STO,"2,350","1,400",36,NEW,Hyundai Accent
Haval,Jolion,Entry level SUV,Jeddah,Jeddah - Al Sanabel  - Pickup,"2,026",STD,Hatchback,Gray,STO,"2,650","1,400",36,NEW,Haval Jolion
Toyota,Yaris,Entry level Sedan,Riyadh,Riyadh - King Faisal,"2,023",Y,Sedan,White,MONTHLY,"2,009","1,999",,USED,Toyota Yaris
Hyundai,i10,Entry level Sedan,Jeddah,Jeddah - Salamah - Pickup,"2,023",MPI,Sedan,White,MONTHLY,"1,779","3,000",,USED,Hyundai i10
Kia,Pegas,Entry level Sedan,Riyadh,Riyadh - Alawali,"2,024",STD,Sedan,White,STS,650,,,NEW,Kia Pegas
Nissan,Sunny,Entry level Sedan,Riyadh,Riyadh - An Nahdah,"2,024",STD,Sedan,White,STS,600,,,NEW,Nissan Sunny
Nissan,Sunny,Entry level Sedan,Riyadh,Riyadh - Al Falah,"2,024",STD,Sedan,White,STS,600,,,NEW,Nissan Sunny
Toyota,Yaris,Entry level Sedan,Jeddah,Jeddah - Salamah - Pickup,"2,024",Y,Sedan,White,STO,"1,850","2,125",6,USED,Toyota Yaris
Hyundai,Accent,Entry level Sedan,Riyadh,Riyadh - Alawali,"2,025",STD,Sedan,Black,STS,950,,,NEW,Hyundai Accent
Toyota,Yaris,Entry level Sedan,Riyadh,Riyadh - As Sulimaniyah - Pickup,"2,026",Y,Sedan,Silver,STO,"2,300","2,500",36,NEW,Toyota Yaris
Toyota,Yaris,Entry level Sedan,Riyadh,Riyadh - As Sulimaniyah - Pickup,"2,026",Y,Sedan,Silver,STO,"2,300","2,500",36,NEW,Toyota Yaris
Toyota,Yaris,Entry level Sedan,Riyadh,Riyadh - As Sulimaniyah - Pickup,"2,026",Y,Sedan,Silver,STO,"2,300","2,500",36,NEW,Toyota Yaris
Toyota,Yaris,Entry level Sedan,Riyadh,Riyadh - As Sulimaniyah - Pickup,"2,026",Y,Sedan,Gray,STO,"2,300","2,500",36,NEW,Toyota Yaris
Nissan,Sunny,Entry level Sedan,Riyadh,Riyadh - Al Yarmuk,"2,024",STD,Sedan,Silver,STS,600,,,NEW,Nissan Sunny
Nissan,Sunny,Entry level Sedan,Riyadh,Riyadh - Al Falah,"2,024",STD,Sedan,White,STS,600,,,NEW,Nissan Sunny
MG,GT,Entry level Sedan,Riyadh,Riyadh - An Nahdah,"2,024",STD,Sedan,Grey,STS,750,,,NEW,MG GT
Hyundai,Elantra,Midsize Sedan,Dammam,Dammam - Al Itisalat,"2,022",Fleet,Sedan,White,MONTHLY,"2,449",,,NEW,Hyundai Elantra
Changan,Alsvin,Entry level Sedan,Al Khobar,Al Khobar -  Al-Thuqbah,"2,024",STD,Sedan,White,MONTHLY,"2,079",,,NEW,Changan Alsvin
MG,5,Entry level Sedan,Riyadh,Riyadh - An Nasim Al Gharbi - Pickup,"2,025",STD,Sedan,Silver,STO,"1,975","2,300",36,NEW,MG 5
Hyundai,Accent,Entry level Sedan,Jeddah,Jeddah - An Nuzhah - Pickup,"2,026",Fleet,Sedan,Gray,STO,"2,500","1,200",36,NEW,Hyundai Accent
Geely,Emgrand,Entry level Sedan,Riyadh,Daily Sulimaniyah Riyadh,"2,025",STD,Sedan,Brown,STS,740,,,NEW,Geely Emgrand
Hyundai,Elantra,Midsize Sedan,Riyadh,Riyadh - Al Quds - Pickup,"2,026",Smart,Sedan,White,STO,"2,925","1,700",36,NEW,Hyundai Elantra
GAC,GS3,Entry level SUV,Dammam,Dammam - Al Badiyah - Pickup,"2,026",GS,SUV,Black,STO,"2,400","2,800",36,NEW,GAC GS3
Hyundai,i10,Entry level Sedan,Riyadh,Riyadh - Al Quds,"2,023",MPI,Sedan,Gray,MONTHLY,"1,809","1,930",,USED,Hyundai i10
Kia,Sonet,Entry level SUV,Riyadh,Riyadh - Al Yarmuk,"2,023",LX,Crossover,Gray,MONTHLY,"2,499","2,550",,USED,Kia Sonet
Toyota,Yaris,Entry level Sedan,Jeddah,Jeddah - Salamah - Pickup,"2,024",Y,Sedan,White,STO,"2,250","2,475",12,USED,Toyota Yaris
Changan,Alsvin,Entry level Sedan,Riyadh,Riyadh - Al Uraija - Pickup,"2,024",STD,Sedan,White,STO,"1,775","1,975",18,USED,Changan Alsvin
Peugeot,Landtrek,Pickup Truck,Riyadh,Riyadh - An Narjis - Pickup,"2,023",4x4,Pickup,White,STO,"3,200","3,525",18,USED,Peugeot Landtrek
Hyundai,Accent,Entry level Sedan,Jeddah,Jeddah - Ar Rawdah,"2,023",Smart Plus,Sedan,White,MONTHLY,"2,459",,,NEW,Hyundai Accent
Hyundai,Accent,Entry level Sedan,Riyadh,Riyadh - Alawali,"2,025",STD,Sedan,Silver,STS,950,,,NEW,Hyundai Accent
Changan,Alsvin,Entry level Sedan,Dammam,Dammam - Al Itisalat,"2,023",STD,Sedan,White,MONTHLY,"1,839",,,NEW,Changan Alsvin
Toyota,Yaris,Entry level Sedan,Riyadh,Riyadh - As Sulimaniyah - Pickup,"2,026",Y,Sedan,Gray,STO,"2,300","2,500",36,NEW,Toyota Yaris
MG,GT,Entry level Sedan,Riyadh,Riyadh - Al Yarmuk,"2,024",STD,Sedan,Grey,STS,750,,,NEW,MG GT
Honda,City,Entry level Sedan,Riyadh,Riyadh - Al Falah,"2,024",STD,Sedan,White,STS,750,,,NEW,Honda City
Toyota,Corolla,Midsize Sedan,Riyadh,Riyadh - Al Yarmuk,"2,024",STD,Sedan,Black,STS,750,,,NEW,Toyota Corolla
Suzuki,Baleno,Entry level Sedan,Riyadh,Riyadh - As Sulimaniyah - Pickup,"2,026",GL,Hatchback,White,STO,"2,350","1,750",24,NEW,Suzuki Baleno
Toyota,Yaris,Entry level Sedan,Jeddah,Jeddah - Al Fayha - Pickup,"2,026",Y,Sedan,White,STO,"2,300","2,500",36,NEW,Toyota Yaris
Toyota,Corolla,Midsize Sedan,Riyadh,Riyadh - As Sahabah,"2,026",XLI,Sedan,White,STS,980,,,NEW,Toyota Corolla
Hyundai,Elantra,Midsize Sedan,Riyadh,Riyadh - Al Quds - Pickup,"2,026",Smart,Sedan,Gray,STO,"2,925","1,700",36,NEW,Hyundai Elantra
Hyundai,Accent,Entry level Sedan,Jeddah,Jeddah - Ar Rabwah - Pickup,"2,026",Fleet,Sedan,Gray,STO,"2,350","1,400",36,NEW,Hyundai Accent
Hyundai,Elantra,Midsize Sedan,Jeddah,Jeddah - Ar Rabwah - Pickup,"2,026",Smart,Sedan,Gray,STO,"2,925","1,700",36,NEW,Hyundai Elantra
Hyundai,Elantra,Midsize Sedan,Riyadh,Riyadh - Al Quds - Pickup,"2,026",Smart,Sedan,Gray,STO,"2,925","1,700",36,NEW,Hyundai Elantra
Haval,Jolion,Entry level SUV,Jeddah,Jeddah - Al Sanabel  - Pickup,"2,026",STD,Hatchback,Gray,STO,"2,650","1,400",36,NEW,Haval Jolion
Chery,Arrizo 5,Entry level Sedan,Riyadh,فرع القدس - Al-Quds  branch,"2,024",STD,Sedan,White,MONTHLY,"1,769",,,NEW,Chery Arrizo 5
Kia,Sonet,Entry level SUV,Riyadh,Riyadh - Al Yarmuk,"2,023",LX,Crossover,Silver,MONTHLY,"2,499","2,550",,USED,Kia Sonet
Suzuki,Dzire,Entry level Sedan,Riyadh,Riyadh - Qurtubah,"2,023",GL,Sedan,Grey,STS,742,,,NEW,Suzuki Dzire
BMW,520,Luxury Sedan,Jeddah,Jeddah - Madina Al-Munawarah,"2,026",STD,Sedan,White,MONTHLY,"23,969",,,NEW,BMW 520
Honda,City,Entry level Sedan,Riyadh,Riyadh - Al Falah,"2,024",STD,Sedan,White,STS,750,,,NEW,Honda City
Toyota,Corolla,Midsize Sedan,Riyadh,Riyadh - An Nahdah,"2,024",STD,Sedan,Black,STS,750,,,NEW,Toyota Corolla
BMW,735,Luxury Sedan,Riyadh,Riyadh - Alawali,"2,024",STD,Sedan,Black,MONTHLY,"34,089",,,NEW,BMW 735
Nissan,Kicks,Entry level SUV,Al Khobar,Al Khobar -  Al-Thuqbah,"2,024",S,SUV,Blue,MONTHLY,"3,079",,,NEW,Nissan Kicks
Toyota,Raize,Entry level SUV,Riyadh,Riyadh - Dhahrat Laban - Pickup,"2,026",XLE,SUV,Gray,STO,"2,300","2,650",36,NEW,Toyota Raize
Toyota,Yaris,Entry level Sedan,Jeddah,Jeddah - Al-Baghdadiyah Al-Gharbiyah,"2,026",Y,Sedan,Silver,MONTHLY,"2,769",,,NEW,Toyota Yaris
Kia,Pegas,Entry level Sedan,Jeddah,Jeddah - Ar Rawdah,"2,024",LX,Sedan,Grey,MONTHLY,"1,779",,,NEW,Kia Pegas
Hyundai,i10,Entry level Sedan,Riyadh,Riyadh - Al Quds - Pickup,"2,023",MPI,Sedan,White,MONTHLY,"1,779","1,950",,USED,Hyundai i10
Kia,Seltos,Entry level SUV,Riyadh,Riyadh - King Faisal,"2,023",LX,Suv,Red,STO,"2,400","2,750",36,USED,Kia Seltos
Kia,Seltos,Entry level SUV,Jeddah,Jeddah - Saqer Qouraish,"2,023",LX,Suv,Silver,STO,"2,400","2,750",6,USED,Kia Seltos
Hyundai,Accent,Entry level Sedan,Riyadh,Riyadh - Al Rawdah,"2,025",Fleet,Sedan,Brown,STS,"1,399",,,NEW,Hyundai Accent
Toyota,Yaris,Entry level Sedan,Jeddah,Jeddah - An Naseem (Pick-up),"2,026",Y,Sedan,Silver,STO,"1,950","2,250",30,USED,Toyota Yaris
Toyota,Yaris,Entry level Sedan,Riyadh,Riyadh - An Nahdah (Pick - up ),"2,026",Y,Sedan,Silver,STO,"2,300","2,550",30,USED,Toyota Yaris
Toyota,Yaris,Entry level Sedan,Riyadh,Riyadh - As Sulimaniyah - Pickup,"2,026",Y,Sedan,Gray,STO,"2,300","2,500",36,NEW,Toyota Yaris
MG,GT,Entry level Sedan,Riyadh,Riyadh - An Nahdah,"2,024",STD,Sedan,Grey,STS,750,,,NEW,MG GT
Toyota,Raize,Entry level SUV,Jeddah,Jeddah - An Nuzhah - Pickup,"2,026",XLE,SUV,Gray,STO,"2,300","2,650",36,NEW,Toyota Raize
MG,5,Entry level Sedan,Riyadh,Riyadh - An Nasim Al Gharbi - Pickup,"2,025",STD,Sedan,Silver,STO,"1,975","2,300",36,NEW,MG 5
Toyota,Yaris,Entry level Sedan,Jeddah,Jeddah - Al Fayha - Pickup,"2,026",Y,Sedan,White,STO,"2,300","2,500",36,NEW,Toyota Yaris
Suzuki,Dzire,Entry level Sedan,Riyadh,Riyadh - Al jazirah,"2,026",GL,Sedan,White,STS,770,,,NEW,Suzuki Dzire
Hyundai,Accent,Entry level Sedan,Riyadh,Riyadh - Al Quds - Pickup,"2,026",Fleet,Sedan,Gray,STO,"2,350","1,400",36,NEW,Hyundai Accent
Geely,Cityray,Midsize SUV,Riyadh,Riyadh - Al Quds - Pickup,"2,026",GC,SUV,Gray,STO,"2,850","1,800",36,NEW,Geely Cityray
Hyundai,Elantra,Midsize Sedan,Dammam,Dammam - Al Rawdah - Pickup,"2,026",Smart,Sedan,White,STO,"2,925","1,700",36,NEW,Hyundai Elantra
GAC,GS3,Entry level SUV,Jeddah,Jeddah - Al-Salehiyah - Pickup,"2,026",GS,SUV,Silver,STO,"2,400","2,800",36,NEW,GAC GS3
Toyota,Urban Cruiser,Entry level SUV,Riyadh,Riyadh - Al Munsiyah,"2,026",STD,Crossover,White,STS,970,,,NEW,Toyota Urban Cruiser
Peugeot,2008,Entry level SUV,Riyadh,Riyadh - Al Faisaliyyah - STO - Pickup,"2,023",Active,Crossover,White,MONTHLY,"3,030","3,275",,USED,Peugeot 2008
Suzuki,Dzire,Entry level Sedan,Riyadh,Riyadh - Al Yarmuk,"2,024",GL,Sedan,White,STS,679,,,NEW,Suzuki Dzire
MG,GT,Entry level Sedan,Riyadh,Riyadh - An Nahdah,"2,024",STD,Sedan,Grey,STS,750,,,NEW,MG GT
Honda,City,Entry level Sedan,Riyadh,Riyadh - Al Yarmuk,"2,024",STD,Sedan,White,STS,750,,,NEW,Honda City
Kia,Pegas,Entry level Sedan,Al Khobar,Al Khobar -  Al-Thuqbah,"2,024",LX,Sedan,Beige,MONTHLY,"2,149",,,NEW,Kia Pegas
Mercedes,S450,Luxury Sedan,Riyadh,Riyadh - Qurtubah,"2,024",STD,Sedan,Black,STS,"12,930",,,NEW,Mercedes S450
Toyota,Raize,Entry level SUV,Riyadh,Riyadh - Dhahrat Laban - Pickup,"2,026",XLE,SUV,Black,STO,"2,300","2,650",36,NEW,Toyota Raize
Kia,Pegas,Entry level Sedan,Riyadh,Riyadh - Al Khaleej,"2,026",LX,Sedan,White,MONTHLY,"1,859",,,NEW,Kia Pegas
Changan,Alsvin,Entry level Sedan,Riyadh,Riyadh - King Fahd Rd,"2,024",STD,Sedan,Silver,MONTHLY,"1,789",,,NEW,Changan Alsvin
Changan,Alsvin,Entry level Sedan,Riyadh,Daily Riyadh - Al Aqiq,"2,023",STD,Sedan,Silver,STS,700,,,NEW,Changan Alsvin
Haval,Jolion,Entry level SUV,Jeddah,Jeddah - Palestine,"2,025",Basic,Hatchback,Silver,STS,"1,579",,,NEW,Haval Jolion
Hyundai,Creta,Entry level SUV,Riyadh,Riyadh - Dhahrat Laban - Pickup,"2,026",Fleet,SUV,White,STO,"2,825","3,100",36,NEW,Hyundai Creta
Hyundai,Accent,Entry level Sedan,Riyadh,Riyadh - Dhahrat Laban - Pickup,"2,026",Fleet,Sedan,Silver,STO,"2,500","2,700",36,NEW,Hyundai Accent
Suzuki,Dzire,Entry level Sedan,Riyadh,Riyadh - Al Wadi,"2,024",GL,Sedan,Silver,MONTHLY,"1,749",,,NEW,Suzuki Dzire
Hyundai,Accent,Entry level Sedan,Jeddah,Jeddah - Ar Rabwah - Pickup,"2,026",Fleet,Sedan,Gray,STO,"2,350","1,400",36,NEW,Hyundai Accent
Hyundai,Accent,Entry level Sedan,Jeddah,Jeddah - Ar Rabwah - Pickup,"2,026",Fleet,Sedan,White,STO,"2,350","2,600",36,NEW,Hyundai Accent
Hyundai,Elantra,Midsize Sedan,Riyadh,Riyadh - Al Quds - Pickup,"2,026",Smart,Sedan,White,STO,"2,925","1,700",36,NEW,Hyundai Elantra
GAC,GS3,Entry level SUV,Riyadh,Riyadh - Al Quds - Pickup,"2,026",GS,SUV,Black,STO,"2,400","2,800",36,NEW,GAC GS3
GAC,GS3,Entry level SUV,Jeddah,Jeddah - Al-Salehiyah - Pickup,"2,026",GS,SUV,Black,STO,"2,400","2,800",36,NEW,GAC GS3
Kia,Sonet,Entry level SUV,Riyadh,Riyadh - Al Yarmuk,"2,023",LX,Crossover,Gray,MONTHLY,"2,499","2,825",,USED,Kia Sonet
Mercedes,C200,Luxury Sedan,Jeddah,JDH,"2,023",STD,Sedan,Black,MONTHLY,"17,369",,,NEW,Mercedes C200
Toyota,Yaris,Entry level Sedan,Riyadh,Riyadh - An Nahdah (Pick - up ),"2,026",Y,Sedan,Silver,STO,"2,300","2,500",36,NEW,Toyota Yaris
Toyota,Yaris,Entry level Sedan,Jeddah,Jeddah - An Naseem (Pick-up),"2,026",Y,Sedan,White,STO,"1,950","2,250",30,USED,Toyota Yaris
Toyota,Yaris,Entry level Sedan,Riyadh,Riyadh - As Sulimaniyah - Pickup,"2,026",Y,Sedan,Silver,STO,"2,300","2,500",36,NEW,Toyota Yaris
MG,5,Entry level Sedan,Riyadh,Riyadh - Ad Dhubbat - Pickup,"2,025",STD,Sedan,White,STO,"2,050","2,275",30,USED,MG 5
Kia,Cerato,Midsize Sedan,Jeddah,Jeddah - Ar Rawdah,"2,023",LX,Sedan,Silver,MONTHLY,"2,349",,,NEW,Kia Cerato
Hyundai,Creta,Entry level SUV,Riyadh,Riyadh -  Al Yarmuk,"2,022",SMART,SUV,White,STS,"1,199",,,NEW,Hyundai Creta
Geely,Cityray,Midsize SUV,Jeddah,Jeddah - Ar Rabwah - Pickup,"2,026",GC,SUV,White,STO,"2,850","1,800",36,NEW,Geely Cityray
Suzuki,Dzire,Entry level Sedan,Riyadh,Riyadh - Al Yarmuk,"2,024",GL,Sedan,White,STS,679,,,NEW,Suzuki Dzire
Hyundai,Accent,Entry level Sedan,Riyadh,Riyadh - Qurtubah,"2,025",STD,Sedan,Silver,STS,950,,,NEW,Hyundai Accent
Kia,Sonet,Entry level SUV,Riyadh,Riyadh - Al Yarmuk,"2,023",LX,Crossover,Silver,MONTHLY,"2,499","2,975",,USED,Kia Sonet
Mercedes,S450,Luxury Sedan,Riyadh,Riyadh - Dhahrat Laban,"2,024",STD,Sedan,Black,MONTHLY,"45,969",,,NEW,Mercedes S450
Kia,K3,Entry level Sedan,Al Khobar,Al Khobar -  Al-Thuqbah,"2,025",STD,Sedan,Silver,MONTHLY,"3,149",,,NEW,Kia K3
Kia,Pegas,Entry level Sedan,Riyadh,Riyadh - Al Yarmuk,"2,026",STD,Sedan,Grey,STS,600,,,NEW,Kia Pegas
Kia,Pegas,Entry level Sedan,Riyadh,Riyadh - Al Yarmuk,"2,026",STD,Sedan,Grey,STS,600,,,NEW,Kia Pegas
Toyota,Yaris,Entry level Sedan,Riyadh,Riyadh - As Sulimaniyah - Pickup,"2,026",Y,Sedan,Gray,STO,"2,300","2,500",36,NEW,Toyota Yaris
Toyota,Yaris,Entry level Sedan,Riyadh,Riyadh - As Sulimaniyah - Pickup,"2,026",Y,Sedan,Gray,STO,"2,300","2,500",36,NEW,Toyota Yaris
Changan,Eado,Midsize Sedan,Al Khobar,Al Khobar -  Al-Thuqbah,"2,023",Plus,Sedan,Silver,MONTHLY,"2,329",,,NEW,Changan Eado
Nissan,Sunny,Entry level Sedan,Riyadh,Riyadh - Al Khaleej,"2,023",STD,Sedan,White,STS,896,,,NEW,Nissan Sunny
MG,RX5,Midsize SUV,Riyadh,Riyadh - Al Qirawan,"2,022",STD,SUV,Black,STS,860,,,NEW,MG RX5
Hyundai,Accent,Entry level Sedan,Riyadh,Riyadh - Dhahrat Laban - Pickup,"2,026",Fleet,Sedan,Gray,STO,"2,500","2,700",36,NEW,Hyundai Accent
GAC,GS3,Entry level SUV,Jeddah,Jeddah - Al-Salehiyah - Pickup,"2,026",GS,SUV,Silver,STO,"2,400","2,800",36,NEW,GAC GS3
Hyundai,i10,Entry level Sedan,Jeddah,Jeddah - Bani Malik,"2,022",MPI,Hatchback,Silver,MONTHLY,"2,319",,,NEW,Hyundai i10
Hyundai,Accent,Entry level Sedan,Riyadh,Riyadh - Al Rawdah,"2,025",Fleet,Sedan,Brown,STS,"1,399",,,NEW,Hyundai Accent
Hyundai,Grand i10,Entry level Sedan,Riyadh,Riyadh - Qurtubah,"2,025",GLS,Sedan,Silver,MONTHLY,"1,959",,,NEW,Hyundai Grand i10
Suzuki,Dzire,Entry level Sedan,Riyadh,Riyadh - Qurtubah,"2,023",GL,Sedan,Grey,STS,639,,,NEW,Suzuki Dzire
Hyundai,Accent,Entry level Sedan,Riyadh,Riyadh - Qurtubah,"2,024",STD,Sedan,Blue,STS,900,,,NEW,Hyundai Accent
Hyundai,Elantra,Midsize Sedan,Riyadh,Riyadh - Ar Rimal - Pickup,"2,026",Fleet,Sedan,Gray,STO,"2,500","2,875",30,USED,Hyundai Elantra
Toyota,Yaris,Entry level Sedan,Riyadh,Riyadh - As Sulimaniyah - Pickup,"2,026",Y,Sedan,Silver,STO,"2,300","2,500",36,NEW,Toyota Yaris
Toyota,Corolla,Midsize Sedan,Riyadh,Riyadh - Al Yarmuk,"2,024",STD,Sedan,Black,STS,750,,,NEW,Toyota Corolla
BMW,520,Luxury Sedan,Riyadh,Riyadh - Rahmaniyyah,"2,026",STD,Sedan,Tiffany Blue,MONTHLY,"23,639",,,NEW,BMW 520
Hyundai,Elantra,Midsize Sedan,Dammam,Dammam - Al Itisalat,"2,022",Fleet,Sedan,White,MONTHLY,"2,449",,,NEW,Hyundai Elantra
Suzuki,Dzire,Entry level Sedan,Jeddah,Jeddah - Al Salama,"2,024",GL,Sedan,Silver,STS,600,,,NEW,Suzuki Dzire
Geely,Coolray,Entry level SUV,Riyadh,Riyadh - Al Aqiq,"2,026",GS,Crossover,Grey,MONTHLY,"3,029",,,NEW,Geely Coolray
Kia,Sonet,Entry level SUV,Riyadh,Ritadh - Al Areed,"2,026",LX,SUV,Black,MONTHLY,"3,359",,,NEW,Kia Sonet
Toyota,Yaris,Entry level Sedan,Riyadh,Riyadh - As Sahabah,"2,026",Y,Sedan,Grey,STS,750,,,NEW,Toyota Yaris
Hyundai,Accent,Entry level Sedan,Jeddah,Jeddah - Sanabel,"2,026",Fleet,Sedan,White,MONTHLY,"2,569",,,NEW,Hyundai Accent
MG,5,Entry level Sedan,Jeddah,Jeddah - Bani Malik,"2,023",STD,Sedan,White,MONTHLY,"1,899",,,NEW,MG 5
Kia,Sonet,Entry level SUV,Jeddah,Jeddah - Bani Malik,"2,023",LX,Crossover,Silver,MONTHLY,"2,499","2,550",,USED,Kia Sonet
Toyota,Yaris,Entry level Sedan,Riyadh,Riyadh - As Sulimaniyah - Pickup,"2,026",Y,Sedan,Silver,STO,"2,300","2,500",36,NEW,Toyota Yaris
Nissan,Sunny,Entry level Sedan,Riyadh,Riyadh - An Nahdah,"2,024",STD,Sedan,White,STS,600,,,NEW,Nissan Sunny
Honda,City,Entry level Sedan,Riyadh,Riyadh - Al Rawdah,"2,024",STD,Sedan,Grey,MONTHLY,"2,729",,,NEW,Honda City
MG,5,Entry level Sedan,Riyadh,Riyadh - An Nasim Al Gharbi - Pickup,"2,025",STD,Sedan,White,STO,"1,975","2,300",36,NEW,MG 5
MG,5,Entry level Sedan,Riyadh,Riyadh - An Nasim Al Gharbi - Pickup,"2,025",STD,Sedan,White,STO,"1,975","2,300",36,NEW,MG 5
MG,5,Entry level Sedan,Riyadh,Riyadh - An Nasim Al Gharbi - Pickup,"2,025",STD,Sedan,Silver,STO,"1,975","2,300",36,NEW,MG 5
Haval,Jolion,Entry level SUV,Jeddah,Jeddah - Palestine,"2,025",Basic,Hatchback,Silver,STS,"1,579",,,NEW,Haval Jolion
Suzuki,Baleno,Entry level Sedan,Riyadh,Riyadh - As Sulimaniyah - Pickup,"2,026",GL,Hatchback,White,STO,"2,350","1,750",24,NEW,Suzuki Baleno
Toyota,Yaris,Entry level Sedan,Riyadh,Riyadh - Ar Rimal - Pickup,"2,026",Y,Sedan,White,STO,"2,300","2,500",36,NEW,Toyota Yaris
Hyundai,Creta,Entry level SUV,Riyadh,Riyadh - Dhahrat Laban - Pickup,"2,026",Fleet,SUV,Gray,STO,"2,825","3,100",36,NEW,Hyundai Creta
Geely,Emgrand,Entry level Sedan,Riyadh,Riyadh - Khorreiss Road - Pickup,"2,026",STD,Sedan,White,STO,"2,200","2,400",36,NEW,Geely Emgrand
Suzuki,Dzire,Entry level Sedan,Riyadh,Riyadh - Al jazirah,"2,026",GL,Sedan,White,STS,770,,,NEW,Suzuki Dzire
Hyundai,Accent,Entry level Sedan,Riyadh,Riyadh - Al Quds - Pickup,"2,026",Fleet,Sedan,Gray,STO,"2,350","1,400",36,NEW,Hyundai Accent
Hyundai,Elantra,Midsize Sedan,Jeddah,Jeddah - Ar Rabwah - Pickup,"2,026",Smart,Sedan,White,STO,"2,925","1,700",36,NEW,Hyundai Elantra
Hyundai,Kona,Entry level SUV,Riyadh,Riyadh - Al Quds - Pickup,"2,026",Smart,Crossover,Black,STO,"3,000","1,800",36,NEW,Hyundai Kona
Chery,Tiggo 2,Entry level SUV,Jeddah,Jeddah - 70,"2,024",STD,Crossover,White,STS,820,,,NEW,Chery Tiggo 2
Haval,Jolion,Entry level SUV,Jeddah,Jeddah - Al Sanabel  - Pickup,"2,026",STD,Hatchback,Gray,STO,"2,650","1,400",36,NEW,Haval Jolion
Kia,Sonet,Entry level SUV,Riyadh,Riyadh - Al Yarmuk,"2,023",LX,Crossover,Gray,MONTHLY,"2,499","2,550",,USED,Kia Sonet
Hyundai,Kona,Entry level SUV,Riyadh,Riyadh - King Faisal,"2,023",Smart,Crossover,White,MONTHLY,"2,719","3,325",,USED,Hyundai Kona
Hyundai,Elantra,Midsize Sedan,Jeddah,Jeddah - Bani Malik,"2,023",Fleet,Sedan,Grey,MONTHLY,"2,620",,,NEW,Hyundai Elantra
Ford,Taurus,Midsize Sedan,Riyadh,Riyadh - Al Maizilah,"2,025",Ambiente,Sedan,Black,MONTHLY,"7,109",,,NEW,Ford Taurus
Suzuki,Dzire,Entry level Sedan,Riyadh,Riyadh - Al Aqiq,"2,023",GL,Sedan,Grey,STS,742,,,NEW,Suzuki Dzire
Suzuki,Dzire,Entry level Sedan,Riyadh,Riyadh - Al Yarmuk,"2,024",GL,Sedan,White,STS,679,,,NEW,Suzuki Dzire
Toyota,Yaris,Entry level Sedan,Riyadh,Riyadh - Suwaidi,"2,026",Y,Sedan,Gray,STO,"1,950","2,250",30,USED,Toyota Yaris
Toyota,Yaris,Entry level Sedan,Riyadh,Riyadh - As Sulimaniyah - Pickup,"2,026",Y,Sedan,Gray,STO,"2,300","2,500",36,NEW,Toyota Yaris
Mercedes,E200,Luxury Sedan,Jeddah,Jeddah - Madina Al-Munawarah,"2,026",STD,Sedan,Black,MONTHLY,"25,259",,,NEW,Mercedes E200
BMW,520,Luxury Sedan,Jeddah,Jeddah - Madina Al-Munawarah,"2,026",STD,Sedan,Black,MONTHLY,"24,029",,,NEW,BMW 520
Hyundai,Creta,Entry level SUV,Riyadh,Riyadh - Dhahrat Laban - Pickup,"2,026",Fleet,SUV,White,STO,"2,825","3,100",36,NEW,Hyundai Creta
Toyota,Yaris,Entry level Sedan,Jeddah,Jeddah - Al Fayha - Pickup,"2,026",Y,Sedan,Silver,STO,"2,300","2,500",36,NEW,Toyota Yaris
